Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i
2002,TWO BORDERS,FIELD PEAS,EIFFEL (4-9076),5,1439,0.733,7,88
2002,TWO BORDERS,FIELD PEAS,"MAJORET (ATLAS, SVC35121)",4,1135,0.666,7,88
2002,TWO BORDERS,FLAX,AC EMERSON (FP 935),5,887,0.521,7,88
2002,TWO BORDERS,FLAX,AC WATSON (FP974),4,895,0.298,7,88
2002,TWO BORDERS,FLAX,CDC BETHUNE (FP1026),16,2244,0.345,7,88
2002,TWO BORDERS,FLAX,CDC NORMANDY (FP 966),12,1756,0.234,7,88
2002,TWO BORDERS,FLAX,FLANDERS (FP 859),4,673,0.294,7,88
2002,TWO BORDERS,FLAX,NORLIN,5,885,0.287,7,88
2002,TWO BORDERS,FLAX,SOMME (FP 855),16,3003,0.3,7,88
2002,TWO BORDERS,FLAX,TAURUS (FP1092),26,5822,0.385,7,88
2002,TWO BORDERS,FLAX,1084 (LINOLA 1084),23,4869,0.314,7,88
2002,TWO BORDERS,GRASSES,COMMON (MEADOW BROME)(DELETED),9,727,0.657,7,88
2002,TWO BORDERS,GRASSES,NO VAR (BROMEGRASS),6,775,0.8,7,88
2002,TWO BORDERS,GREENFEED,BARLEY,4,566,0.939,7,88
2002,TWO BORDERS,GREENFEED,MILLET,25,2446,1.234,7,88
2002,TWO BORDERS,GREENFEED,MIXED GRAIN,18,1487,1.313,7,88
2002,TWO BORDERS,GREENFEED,OATS,34,3944,0.974,7,88
2002,TWO BORDERS,MUSTARD,AC BASE,3,1298,0.211,7,88
2002,TWO BORDERS,MUSTARD,AC PENNANT,6,1544,0.345,7,88
2002,TWO BORDERS,MUSTARD,COMMON (YELLOW)(DELETED),12,1649,0.232,7,88
2002,TWO BORDERS,NON-OIL SUNFLOWERS,CHS RH 3703,3,908,0.612,7,88
2002,TWO BORDERS,NON-OIL SUNFLOWERS,INTERSTATE IS 8048,6,1880,0.349,7,88
2002,TWO BORDERS,NON-OIL SUNFLOWERS,MYCOGEN 9338,7,2158,0.513,7,88
2002,TWO BORDERS,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,9,2932,0.582,7,88
2002,TWO BORDERS,OATS,AC ASSINIBOIA (OT 275),140,31160,0.677,7,88
2002,TWO BORDERS,OATS,AC MEDALLION (OT 274),10,1525,0.556,7,88
2002,TWO BORDERS,OATS,AC PREAKNESS (OT262),10,2347,0.729,7,88
2002,TWO BORDERS,OATS,CDC BOYER (OT342),5,743,0.475,7,88
2002,TWO BORDERS,OATS,DUMONT,11,1295,0.58,7,88
2002,TWO BORDERS,OATS,PINNACLE,14,2037,0.726,7,88
2002,TWO BORDERS,OATS,TRIPLE CROWN (OT 541),6,830,0.47,7,88
2002,TWO BORDERS,OIL SUNFLOWERS,MYCOGEN COMET-C,12,2126,0.482,7,88
2002,TWO BORDERS,OIL SUNFLOWERS,P63A21 <PIONEER>,9,2375,0.69,7,88
2002,TWO BORDERS,RED SPRING WHEAT,AC BARRIE (BW 661),111,47653.6,0.673,7,88
2002,TWO BORDERS,RED SPRING WHEAT,AC CADILLAC (BW 689),16,2795,0.726,7,88
2002,TWO BORDERS,RED SPRING WHEAT,AC CORA (BW 152),11,2723,0.718,7,88
2002,TWO BORDERS,RED SPRING WHEAT,AC DOMAIN (BW 148),4,612,0.695,7,88
2002,TWO BORDERS,RED SPRING WHEAT,AC INTREPID (BW 693),6,2021,0.7,7,88
2002,TWO BORDERS,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",21,3591,0.787,7,88
2002,TWO BORDERS,RED SPRING WHEAT,COLUMBUS,8,2985,0.464,7,88
2002,TWO BORDERS,RED SPRING WHEAT,MCKENZIE (BW 205),15,4362,0.75,7,88
2002,TWO BORDERS,RED SPRING WHEAT,PRODIGY (BW220),6,1455,0.691,7,88
2002,TWO BORDERS,RED SPRING WHEAT,5600HR (BW 238),3,650,0.635,7,88
2002,TWO BORDERS,WINTER WHEAT,CDC CLAIR,6,779,0.542,7,88
2002,TWO BORDERS,WINTER WHEAT,CDC FALCON,7,830,0.732,7,88
2002,TWO BORDERS,WINTER WHEAT,CDC KESTREL (W202),3,605,0.482,7,88
2002,UNORG TERRITORY,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),4,547,2.137,7,89
2002,UNORG TERRITORY,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,799,0.774,7,89
2002,UNORG TERRITORY,ARGENTINE CANOLA,45A77 (NS3233)(ST),4,1341,0.781,7,89
2002,UNORG TERRITORY,NATIVE HAY,NO VAR (TYPE UNKNOWN),18,8930.7,0.728,7,89
2002,UNORG TERRITORY,RED SPRING WHEAT,AC BARRIE (BW 661),4,1254,1.103,7,89
2002,VICTORIA,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),12,745,1.41,7,90
2002,VICTORIA,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),6,979,0.929,7,90
2002,VICTORIA,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),10,1238,0.877,7,90
2002,VICTORIA,ARGENTINE CANOLA,34-55(DKL) (RT),11,1094,0.881,7,90
2002,VICTORIA,ARGENTINE CANOLA,45A55 (NS3154) (RT),16,2308,0.786,7,90
2002,VICTORIA,ARGENTINE CANOLA,45A77 (NS3233)(ST),10,1647,0.785,7,90
2002,VICTORIA,BARLEY,BEDFORD,5,543,1.54,7,90
2002,VICTORIA,BARLEY,ROBUST,24,2170,1.351,7,90
2002,VICTORIA,FALL RYE,SARATOVSCAGA,3,715,1.235,7,90
2002,VICTORIA,FIELD PEAS,CROMA (CEBECO 1440),12,1346,0.963,7,90
2002,VICTORIA,FLAX,CDC BETHUNE (FP1026),12,1314,0.611,7,90
2002,VICTORIA,GRAIN CORN,39M27 <PIONEER> (BT),5,710,2.36,7,90
2002,VICTORIA,NON-OIL SUNFLOWERS,CHS RH 3733,5,736,0.927,7,90
2002,VICTORIA,NON-OIL SUNFLOWERS,MYCOGEN 9338,4,578,0.894,7,90
2002,VICTORIA,OATS,AC ASSINIBOIA (OT 275),18,1385,1.166,7,90
2002,VICTORIA,OATS,PINNACLE,5,530,1.144,7,90
2002,VICTORIA,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),6,1255,10.991,7,90
2002,VICTORIA,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),7,1057,9.465,7,90
2002,VICTORIA,RED SPRING WHEAT,AC BARRIE (BW 661),49,11647.5,1.23,7,90
2002,VICTORIA,RED SPRING WHEAT,AC DOMAIN (BW 148),6,931,0.962,7,90
2002,VICTORIA,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",6,655,1.263,7,90
2002,VICTORIA,WHITE PEA BEANS,ENVOY,15,2063,0.849,7,90
2002,VICTORIA,WINTER WHEAT,CDC FALCON,10,1776,1.652,7,90
2002,WALLACE-WOODWORTH,ALFALFA,ALGONQUIN,14,1104,0.825,7,91
2002,WALLACE-WOODWORTH,ALFALFA,COMMON (DELETED),41,3661,0.968,7,91
2002,WALLACE-WOODWORTH,ALFALFA,NO VAR,12,647,1.093,7,91
2002,WALLACE-WOODWORTH,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),15,1049,0.59,7,91
2002,WALLACE-WOODWORTH,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),68,6748,0.796,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,DS ROUGHRIDER (RT),5,890,0.557,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,3,540,0.597,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),11,1634,0.67,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),11,1913,0.742,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),8,1478,0.689,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,"NEX 720 (M96A108,EXP203)",13,2029,0.552,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,PGS 3640 (LT),8,1833,0.727,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,SKYHAWK (DP44-98),6,814,0.614,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,SW RAZOR (SWB2677)(RT),6,1137,0.71,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,2153 <INVIGOR> (LT),8,1669,0.591,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),19,5747,0.722,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,34-55(DKL) (RT),20,5141,0.634,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",5,554,0.461,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,45A55 (NS3154) (RT),20,3882,0.562,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,45A77 (NS3233)(ST),13,2275,0.61,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,45H21 <PIONEER> (RT),5,884,0.833,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,12,1706,0.646,7,91
2002,WALLACE-WOODWORTH,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),12,2777,0.606,7,91
2002,WALLACE-WOODWORTH,BARLEY,AC LACOMBE (BT 634),7,1245,0.958,7,91
2002,WALLACE-WOODWORTH,BARLEY,AC METCALFE (TR 232),77,13255,0.978,7,91
2002,WALLACE-WOODWORTH,BARLEY,AC OXBOW (TR226),10,973,0.589,7,91
2002,WALLACE-WOODWORTH,BARLEY,AC ROSSER (BT 377),9,1990,1.32,7,91
2002,WALLACE-WOODWORTH,BARLEY,CDC BOLD,4,647,0.898,7,91
2002,WALLACE-WOODWORTH,BARLEY,CDC DOLLY (TR 318),18,3848,1.103,7,91
2002,WALLACE-WOODWORTH,BARLEY,CDC KENDALL (TR133),9,1324,1.03,7,91
2002,WALLACE-WOODWORTH,BARLEY,CDC STRATUS (TR 128),16,3449,1.104,7,91
2002,WALLACE-WOODWORTH,BARLEY,EXCEL (M52),20,3939,0.963,7,91
2002,WALLACE-WOODWORTH,BARLEY,ROBUST,55,7476,0.935,7,91
2002,WALLACE-WOODWORTH,DURUM WHEAT,AC AVONLEA (DT661),3,815,1.195,7,91
2002,WALLACE-WOODWORTH,FALL RYE,PRIMA,6,500,0.345,7,91
2002,WALLACE-WOODWORTH,FIELD PEAS,ALFETTA (PERF 1423),5,1410,0.807,7,91
2002,WALLACE-WOODWORTH,FIELD PEAS,CDC MOZART (CDC 9705),7,860,1.116,7,91
2002,WALLACE-WOODWORTH,FIELD PEAS,"MAJORET (ATLAS, SVC35121)",13,1806,0.932,7,91
2002,WALLACE-WOODWORTH,FIELD PEAS,SWING (CEB 1437),10,1352,0.978,7,91
2002,WALLACE-WOODWORTH,FLAX,AC WATSON (FP974),6,1095,0.669,7,91
2002,WALLACE-WOODWORTH,FLAX,CDC BETHUNE (FP1026),16,2059,0.577,7,91
2002,WALLACE-WOODWORTH,FLAX,CDC NORMANDY (FP 966),14,2476,0.449,7,91
2002,WALLACE-WOODWORTH,FLAX,FLANDERS (FP 859),3,699,0.142,7,91
2002,WALLACE-WOODWORTH,FLAX,NORLIN,15,1517,0.384,7,91
2002,WALLACE-WOODWORTH,FLAX,TAURUS (FP1092),9,1138,0.557,7,91
2002,WALLACE-WOODWORTH,FLAX,1084 (LINOLA 1084),22,4628,0.42,7,91
2002,WALLACE-WOODWORTH,GREENFEED,BARLEY,19,2148,2.657,7,91
2002,WALLACE-WOODWORTH,GREENFEED,MILLET,10,617,1.048,7,91
2002,WALLACE-WOODWORTH,GREENFEED,MIXED GRAIN,12,556,2.398,7,91
2002,WALLACE-WOODWORTH,GREENFEED,OATS,30,2669.7,1.319,7,91
2002,WALLACE-WOODWORTH,MUSTARD,AC PENNANT,6,768,0.275,7,91
2002,WALLACE-WOODWORTH,OATS,AC ASSINIBOIA (OT 275),24,2722,0.872,7,91
2002,WALLACE-WOODWORTH,OATS,CDC BOYER (OT342),8,832,0.75,7,91
2002,WALLACE-WOODWORTH,OATS,COMMON (DELETED),7,830,0.673,7,91
2002,WALLACE-WOODWORTH,OATS,DUMONT,12,1210,0.726,7,91
2002,WALLACE-WOODWORTH,OATS,PINNACLE,17,2625,1.049,7,91
2002,WALLACE-WOODWORTH,OATS,RONALD (OT296),4,691,1.06,7,91
2002,WALLACE-WOODWORTH,OATS,TRIPLE CROWN (OT 541),89,11414,0.87,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC BARRIE (BW 661),114,27627,0.906,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC CADILLAC (BW 689),26,8112,0.879,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC CORA (BW 152),37,9576.1,0.903,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC DOMAIN (BW 148),3,676,1.097,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC INTREPID (BW 693),9,2792,1.033,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,AC MAJESTIC (BW 173),6,827,0.733,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",20,2911,1.005,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,CDC TEAL (BW 616),11,1708,0.794,7,91
2002,WALLACE-WOODWORTH,RED SPRING WHEAT,MCKENZIE (BW 205),6,1163,1.067,7,91
2002,WALLACE-WOODWORTH,WINTER WHEAT,CDC FALCON,11,1427,1.02,7,91
2002,WALLACE-WOODWORTH,WINTER WHEAT,CDC HARRIER (S93-1),25,4951,0.987,7,91
2002,WEST INTERLAKE,ALFALFA,ALGONQUIN,5,593,1.498,7,92
2002,WEST INTERLAKE,ALFALFA,COMMON (DELETED),19,2656,1.172,7,92
2002,WEST INTERLAKE,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),13,1993,0.857,7,92
2002,WEST INTERLAKE,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),27,3412,1.324,7,92
2002,WEST INTERLAKE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),21,2244,1.199,7,92
2002,WEST INTERLAKE,BARLEY,ROBUST,5,677,1.24,7,92
2002,WEST INTERLAKE,MIXED GRAIN,"NO VAR-WHT,OAT,BLY,PEA,TRIT ONLY",8,537,0.677,7,92
2002,WEST INTERLAKE,NATIVE HAY,NO VAR (TYPE UNKNOWN),16,3331.7,0.519,7,92
2002,WEST ST. PAUL,OATS,AC ASSINIBOIA (OT 275),8,2653,0.82,7,93
2002,WEST ST. PAUL,OATS,RIEL,4,519,0.728,7,93
2002,WEST ST. PAUL,RED SPRING WHEAT,AC BARRIE (BW 661),9,2122,0.585,7,93
2002,WESTLAKE-GLADSTONE,ALFALFA,ALGONQUIN,13,1029,1.406,7,94
2002,WESTLAKE-GLADSTONE,ALFALFA,COMMON (DELETED),10,563,1.355,7,94
2002,WESTLAKE-GLADSTONE,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),14,1007,1.4,7,94
2002,WESTLAKE-GLADSTONE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),21,2259,1.126,7,94
2002,WESTLAKE-GLADSTONE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),10,1158,1.269,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),6,1298,0.645,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),47,12405.2,0.82,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),6,1040,0.859,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,LBD799RR (USA799RR) (RT),6,533,0.651,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,"NEX 720 (M96A108,EXP203)",3,592,0.515,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,23-38 <MONSANTO> |PR5338| (RT),3,690,0.747,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),23,6006,0.756,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,34-55(DKL) (RT),25,5658,0.703,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,45A55 (NS3154) (RT),19,3974,0.635,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,45A77 (NS3233)(ST),19,3615,0.698,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,45H21 <PIONEER> (RT),9,1785,0.783,7,94
2002,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),17,6280,0.604,7,94
2002,WESTLAKE-GLADSTONE,BARLEY,AC METCALFE (TR 232),14,2513.1,1.137,7,94
2002,WESTLAKE-GLADSTONE,BARLEY,BEDFORD,11,1666,1.464,7,94
2002,WESTLAKE-GLADSTONE,BARLEY,CDC STRATUS (TR 128),12,5225,1.342,7,94
2002,WESTLAKE-GLADSTONE,BARLEY,EXCEL (M52),33,4382,1.039,7,94
2002,WESTLAKE-GLADSTONE,BARLEY,ROBUST,17,3293,1.25,7,94
2002,WESTLAKE-GLADSTONE,BLACK BEANS,AC HARBLACK,5,778,0.687,7,94
2002,WESTLAKE-GLADSTONE,BUCKWHEAT,KOTO,5,825,0.421,7,94
2002,WESTLAKE-GLADSTONE,FALL RYE,PRIMA,6,882,0.935,7,94
2002,WESTLAKE-GLADSTONE,FLAX,AC LINORA (FP 862),6,715,0.374,7,94
2002,WESTLAKE-GLADSTONE,FLAX,TAURUS (FP1092),6,815,0.338,7,94
2002,WESTLAKE-GLADSTONE,FLAX,2047 (LINOLA 2047),3,590,0.364,7,94
2002,WESTLAKE-GLADSTONE,GRAIN CORN,PIONEER 39R34 (BT),5,852,2.486,7,94
2002,WESTLAKE-GLADSTONE,GREENFEED,BARLEY,8,673,1.899,7,94
2002,WESTLAKE-GLADSTONE,GREENFEED,MIXED GRAIN,11,999,1.646,7,94
2002,WESTLAKE-GLADSTONE,GREENFEED,OATS,12,659,1.585,7,94
2002,WESTLAKE-GLADSTONE,NATIVE HAY,NO VAR (TYPE UNKNOWN),23,3241,0.751,7,94
2002,WESTLAKE-GLADSTONE,NON-OIL SUNFLOWERS,INTERSTATE IS 8048,8,1301,0.597,7,94
2002,WESTLAKE-GLADSTONE,NON-OIL SUNFLOWERS,MYCOGEN 9338,4,1223,0.558,7,94
2002,WESTLAKE-GLADSTONE,OATS,AC ASSINIBOIA (OT 275),67,11190.9,1.097,7,94
2002,WESTLAKE-GLADSTONE,OATS,AC PREAKNESS (OT262),5,539,0.744,7,94
2002,WESTLAKE-GLADSTONE,OATS,PINNACLE,7,1048,1.255,7,94
2002,WESTLAKE-GLADSTONE,OATS,RIEL,8,1323,1.131,7,94
2002,WESTLAKE-GLADSTONE,OATS,TRIPLE CROWN (OT 541),21,3052,0.718,7,94
2002,WESTLAKE-GLADSTONE,PINTO BEANS,AC PINTOBA (HR 55),5,825,0.877,7,94
2002,WESTLAKE-GLADSTONE,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),5,683,6.995,7,94
2002,WESTLAKE-GLADSTONE,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),6,2166,7.943,7,94
2002,WESTLAKE-GLADSTONE,RAPESEED,MILLENNIUM 03,4,553,0.495,7,94
2002,WESTLAKE-GLADSTONE,RED SPRING WHEAT,AC BARRIE (BW 661),88,27803,1.055,7,94
2002,WESTLAKE-GLADSTONE,RED SPRING WHEAT,AC CORA (BW 152),18,3587,0.926,7,94
2002,WESTLAKE-GLADSTONE,RED SPRING WHEAT,AC DOMAIN (BW 148),5,2885,0.909,7,94
2002,WESTLAKE-GLADSTONE,RED SPRING WHEAT,AC MAJESTIC (BW 173),16,3678,1.07,7,94
2002,WESTLAKE-GLADSTONE,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",6,1057,1.05,7,94
2002,WESTLAKE-GLADSTONE,SOYBEANS,90A07 <PIONEER>,3,682,0.753,7,94
2002,WESTLAKE-GLADSTONE,WHITE PEA BEANS,ENVOY,30,6358,0.802,7,94
2002,WESTLAKE-GLADSTONE,WHITE PEA BEANS,REGENT (GTS 539),14,2304,0.729,7,94
2002,WESTLAKE-GLADSTONE,WINTER WHEAT,CDC CLAIR,4,680,1.083,7,94
2002,WESTLAKE-GLADSTONE,WINTER WHEAT,CDC FALCON,18,5328,1.518,7,94
2002,WHITEHEAD,ALFALFA,COMMON (DELETED),8,858,1.298,7,95
2002,WHITEHEAD,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),12,677,0.92,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,HYLITE 243CL (ST),6,639,0.531,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),7,1481,0.661,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,SW RAZOR (SWB2677)(RT),5,821,0.608,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),9,1416,0.645,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,34-55(DKL) (RT),6,1362,0.514,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,45A55 (NS3154) (RT),15,3609,0.583,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,45A77 (NS3233)(ST),16,2447,0.572,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,6,623,0.694,7,95
2002,WHITEHEAD,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),14,3133,0.607,7,95
2002,WHITEHEAD,BARLEY,AC METCALFE (TR 232),24,3513,0.964,7,95
2002,WHITEHEAD,BARLEY,CDC STRATUS (TR 128),12,2571,1.174,7,95
2002,WHITEHEAD,BARLEY,ROBUST,29,6253,0.98,7,95
2002,WHITEHEAD,FALL RYE,PRIMA,9,505,0.81,7,95
2002,WHITEHEAD,FIELD PEAS,CDC MOZART (CDC 9705),3,550,0.917,7,95
2002,WHITEHEAD,FLAX,AC MCDUFF,6,1227,0.459,7,95
2002,WHITEHEAD,FLAX,CDC BETHUNE (FP1026),16,2168,0.52,7,95
2002,WHITEHEAD,FLAX,TAURUS (FP1092),8,1142,0.499,7,95
2002,WHITEHEAD,FLAX,1084 (LINOLA 1084),6,943,0.438,7,95
2002,WHITEHEAD,OATS,AC ASSINIBOIA (OT 275),25,2749,0.867,7,95
2002,WHITEHEAD,RED SPRING WHEAT,AC BARRIE (BW 661),54,14372,0.844,7,95
2002,WHITEHEAD,RED SPRING WHEAT,AC CADILLAC (BW 689),7,1584,0.915,7,95
2002,WHITEHEAD,RED SPRING WHEAT,AC CORA (BW 152),13,4133,0.897,7,95
2002,WHITEHEAD,RED SPRING WHEAT,AC DOMAIN (BW 148),9,1475,0.803,7,95
2002,WHITEHEAD,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",9,870,0.861,7,95
2002,WHITEHEAD,RED SPRING WHEAT,MCKENZIE (BW 205),8,2160,0.876,7,95
2002,WHITEHEAD,WINTER WHEAT,CDC FALCON,7,638,1.125,7,95
2002,WHITEHEAD,WINTER WHEAT,CDC HARRIER (S93-1),9,1493,1.254,7,95
2002,WHITEMOUTH,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),3,709,0.608,7,96
2002,WHITEMOUTH,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",3,526,0.57,7,96
2002,WHITEMOUTH,BARLEY,CDC STRATUS (TR 128),5,813,0.36,7,96
2002,WHITEMOUTH,BARLEY,ROBUST,7,1291,0.801,7,96
2002,WHITEMOUTH,FLAX,AC EMERSON (FP 935),7,776,0.299,7,96
2002,WHITEMOUTH,OATS,AC ASSINIBOIA (OT 275),8,1654,1.192,7,96
2002,WHITEMOUTH,RED SPRING WHEAT,AC BARRIE (BW 661),14,3041,0.633,7,96
2002,WHITEMOUTH,RED SPRING WHEAT,AC CADILLAC (BW 689),3,507,0.529,7,96
2002,WHITEMOUTH,RED SPRING WHEAT,AC DOMAIN (BW 148),3,855,0.526,7,96
2002,WHITEMOUTH,SOYBEANS,GENTLEMAN <CEROM>,3,688,0.896,7,96
2002,WHITEMOUTH,WHITE PEA BEANS,ENVOY,5,1082,0.286,7,96
2002,WINNIPEG,CANARYSEED,KEET,5,1010,0.141,7,97
2002,WINNIPEG,OATS,AC ASSINIBOIA (OT 275),10,1802,1.022,7,97
2002,WINNIPEG,RED SPRING WHEAT,AC BARRIE (BW 661),19,4229,0.791,7,97
2002,WOODLANDS,ALFALFA,COMMON (DELETED),16,2309,2.206,7,98
2002,WOODLANDS,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),15,880,1.931,7,98
2002,WOODLANDS,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),9,501,1.666,7,98
2002,WOODLANDS,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),18,1799,1.588,7,98
2002,WOODLANDS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),3,635,0.928,7,98
2002,WOODLANDS,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),5,1720,0.873,7,98
2002,WOODLANDS,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),9,1777,0.911,7,98
2002,WOODLANDS,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),15,3844,0.832,7,98
2002,WOODLANDS,ARGENTINE CANOLA,34-55(DKL) (RT),16,3230,0.762,7,98
2002,WOODLANDS,BARLEY,AC METCALFE (TR 232),9,1407,1.24,7,98
2002,WOODLANDS,BARLEY,CDC STRATUS (TR 128),5,806,1.319,7,98
2002,WOODLANDS,BARLEY,ROBUST,32,8150,1.447,7,98
2002,WOODLANDS,FLAX,CDC BETHUNE (FP1026),5,1015,0.56,7,98
2002,WOODLANDS,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,3,512,0.943,7,98
2002,WOODLANDS,OATS,AC ASSINIBOIA (OT 275),32,6218,1.248,7,98
2002,WOODLANDS,OATS,RIEL,8,1037,1.207,7,98
2002,WOODLANDS,OATS,ROBERT,6,777,1.312,7,98
2002,WOODLANDS,OATS,TRIPLE CROWN (OT 541),5,1127,1.475,7,98
2002,WOODLANDS,RED SPRING WHEAT,AC BARRIE (BW 661),49,12273,1.121,7,98
2002,WOODLANDS,RED SPRING WHEAT,AC DOMAIN (BW 148),3,920,0.962,7,98
2002,WOODLANDS,WINTER WHEAT,CDC FALCON,5,705,1.651,7,98
2002,YELLOWHEAD,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),16,1210,1,7,99
2002,YELLOWHEAD,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),12,1026,1.789,7,99
2002,YELLOWHEAD,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),3,575,0.849,7,99
2002,YELLOWHEAD,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),6,1108,0.946,7,99
2002,YELLOWHEAD,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),13,2599,0.804,7,99
2002,YELLOWHEAD,ARGENTINE CANOLA,2153 <INVIGOR> (LT),3,503,0.746,7,99
